,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
42097,78,4,0,848763.06,1,1.000178,1267955.33,,,0.999998,222.0,1.000178,21593.39,1.0,-65.529945,220,4_0_78
42289,78,4,10,783439.44,1,1.00144,1333223.44,,,1.000178,55.51,1.0018,24908.8,1.000182,-69.680214,221,4_10_78
42481,78,4,20,772505.92,1,0.997476,1344212.47,,,0.997295,14003.55,0.998016,80426.28,0.997402,-52.21009,222,4_20_78
42673,78,4,30,770618.91,1,0.996755,1346099.47,,,0.995494,4199.0,0.997295,498.15,0.997105,-46.520233,223,4_30_78
42865,78,4,40,770230.41,1,0.994593,1346487.97,,,0.993692,5570.15,0.994953,4196.72,0.994412,-17.750263,224,4_40_78
43057,78,4,50,770174.91,1,0.993692,1346543.47,,,0.992971,3802.59,0.993872,2261.56,0.993536,-7.9399347,225,4_50_78
43249,78,4,60,775724.92,1,0.993692,1346543.47,,,0.992971,8542.05,0.993692,661.8,0.99364,-48.969986,226,4_60_78
43441,78,4,70,775336.42,1,0.993332,1346931.97,,,0.992791,11240.4,0.993872,12466.16,0.993304,-29.600262,227,4_70_78
43633,78,4,80,735043.35,1,0.992791,1387225.04,,,0.99207,110.12,0.993151,5567.12,0.992091,-46.870113,228,4_80_78
43825,78,4,90,717449.82,1,0.994593,1404818.58,,,0.99225,275.35,0.995313,4198.24,0.99244,-56.50997,229,4_90_78
44017,78,4,100,803363.97,1,0.99207,1318904.42,,,0.99135,30261.0,0.992791,2755.0,0.992671,-65.529945,230,4_100_78
44209,78,4,110,700300.28,1,0.992791,1421968.11,,,0.99171,12879.36,0.992791,1102.0,0.992706,-66.45978,231,4_110_78
44401,78,4,120,791098.45,1,0.988827,1331169.94,,,0.987566,54.81,0.989908,54.94,0.988737,-37.6302,232,4_120_78
44593,78,4,130,714452.81,1,0.990268,1407815.58,,,0.988286,54850.0,0.990449,4177.72,0.990296,-35.319923,233,4_130_78
44785,78,4,140,691031.77,1,0.986845,1431236.62,,,0.986485,97345.5,0.987386,54.8,0.987385,-6.9200993,234,4_140_78
44977,78,4,150,683705.75,1,0.986755,1438562.64,,,0.986665,13525.72,0.986845,13637.73,0.986755,3.260374,235,4_150_78
45169,78,4,160,699856.28,1,0.986124,1422412.11,,,0.985584,11049.4,0.986124,54.73,0.986122,2.1994114,236,4_160_78
45361,78,4,170,683705.75,1,0.987025,1438562.64,,,0.984683,4372.0,0.988106,5538.84,0.986196,-2.359748,237,4_170_78
45553,78,4,180,710956.3,1,0.985584,1411312.09,,,0.985043,546.7,0.985584,13620.3,0.985064,13.500452,238,4_180_78
