,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
1944934,79,181,0,1431207.15,-1,0.999901,21475425.73,,,0.999901,11626.05,1.000363,42453.6,1.0,5.890131,9955,181_0_79
1945132,79,181,10,1386062.42,-1,1.001748,21520570.46,,,1.001748,41536.35,1.00221,48542.9,1.001961,7.2300434,9956,181_10_79
1945330,79,181,20,1347045.24,-1,1.002672,21560432.07,,,1.002672,17368.0,1.003134,85598.52,1.00275,-1.9598007,9957,181_20_79
1945528,79,181,30,1347045.24,-1,1.002672,21560432.07,,,1.002672,15197.0,1.003134,96306.48,1.002735,2.3305416,9958,181_30_79
1945726,79,181,40,1306252.59,-1,1.002672,21601224.72,,,1.002672,6838.65,1.003134,23153.52,1.002777,17.650127,9959,181_40_79
1945924,79,181,50,1306252.59,-1,1.002672,21601224.72,,,1.002672,4450.55,1.003134,34882.32,1.002724,17.850399,9960,181_50_79
1946122,79,181,60,1285055.14,-1,1.002672,21622422.18,,,1.002672,24554.01,1.003134,32645.16,1.00287,20.45989,9961,181_60_79
1946320,79,181,70,1243786.14,-1,1.003365,21663691.18,,,1.003134,10860.0,1.003595,26684.44,1.003267,34.14035,9962,181_70_79
1946518,79,181,80,1285921.22,-1,1.003134,21683329.68,,,1.003134,34382.76,1.003595,69057.94,1.003287,31.830072,9963,181_80_79
1946716,79,181,90,1502009.69,-1,1.002672,21683762.72,,,1.002672,45004.83,1.003134,40268.88,1.002916,34.07955,9964,181_90_79
1946914,79,181,100,1529616.18,-1,1.004519,21728777.54,,,1.004519,24381.75,1.004981,12838.4,1.004822,-5.390048,9965,181_100_79
1947112,79,181,110,1529616.18,-1,1.00475,21728777.54,,,1.004519,33038.25,1.004981,64344.32,1.004676,-9.769797,9966,181_110_79
1947310,79,181,120,2377860.83,-1,1.005905,21756990.29,,,1.005443,1806.91,1.005905,14549.04,1.005494,-51.050186,9967,181_120_79
1947508,79,181,130,2363570.41,-1,1.00729,21786155.74,,,1.00729,10905.0,1.007752,53240.8,1.007369,-47.399998,9968,181_130_79
1947706,79,181,140,2356208.68,-1,1.00729,21793517.47,,,1.00729,21504.66,1.007752,97011.72,1.007374,-36.38029,9969,181_140_79
1947904,79,181,150,2405986.97,-1,1.00729,21829395.09,,,1.00729,10403.37,1.007752,22016.38,1.007438,-37.77027,9970,181_150_79
1948102,79,181,160,2393082.29,-1,1.004981,21829698.22,,,1.004981,11924.48,1.005443,14564.13,1.005189,-30.670166,9971,181_160_79
1948300,79,181,170,2393082.29,-1,1.004519,21829698.22,,,1.004519,8243.25,1.004981,49416.96,1.004585,-43.209793,9972,181_170_79
1948498,79,181,180,1410832.48,-1,1.000824,22952773.61,,,1.000824,9318.1,1.001286,18991.68,1.000976,-11.969805,9973,181_180_79
1948696,79,181,190,2431688.08,-1,1.002672,23335561.98,,,1.002672,15197.0,1.003134,15594.96,1.0029,-23.339987,9974,181_190_79
1948894,79,181,200,2430778.68,-1,1.003595,23336471.37,,,1.003134,37054.32,1.004057,15218.0,1.003789,-31.340122,9975,181_200_79
1949092,79,181,210,2430778.68,-1,1.004288,23336471.37,,,1.004057,19261.64,1.004519,25556.25,1.004256,-28.259754,9976,181_210_79
1949290,79,181,220,2565000.37,-1,1.003134,23336709.55,,,1.003134,7124.16,1.003595,34811.46,1.003212,-12.140274,9977,181_220_79
1949488,79,181,230,2564848.8,-1,1.001286,23336861.11,,,1.001286,6569.04,1.001748,13079.07,1.001441,-19.059776,9978,181_230_79
1949686,79,181,240,2595313.38,-1,1.000824,23404589.04,,,1.000824,2167.0,1.001286,14243.76,1.000885,-8.400083,9979,181_240_79
1949884,79,181,250,2603779.37,-1,1.001748,23440250.13,,,1.001748,4468.14,1.00221,19855.5,1.001833,-29.839874,9980,181_250_79
1950082,79,181,260,2578901.05,-1,1.001286,23465128.45,,,1.001286,9083.92,1.001748,14402.16,1.001465,-40.180088,9981,181_260_79
1950280,79,181,270,1234670.58,-1,1.001286,24910777.59,,,1.001286,10709.92,1.001748,81879.75,1.00134,-82.78012,9982,181_270_79
1950478,79,181,280,2916631.29,-1,1.001286,26438380.12,,,1.000824,14757.27,1.001286,7999.92,1.001124,-115.73016,9983,181_280_79
1950676,79,181,290,8171759.8,-1,1.001055,27441632.52,,,0.997591,6480.0,0.999901,10998.2,0.998449,-91.68029,9984,181_290_79
1950874,79,181,300,11756056.81,-1,0.999901,29935873.65,0.951868,0.959258,0.999439,13892.88,0.999901,162375.0,0.999475,-124.65,9985,181_300_79
1951072,79,181,310,6742587.95,-1,0.997591,34781191.91,0.981427,0.981427,0.997591,9180.0,0.998515,15436.68,0.997936,-130.40005,9986,181_310_79
1951270,79,181,320,6635453.11,-1,0.996668,34887439.01,0.981427,0.981427,0.996668,8459.36,0.99713,23921.72,0.996788,-101.550224,9987,181_320_79
1951468,79,181,330,5432329.71,-1,0.992511,35207760.93,0.981427,0.981427,0.992511,11174.8,0.992973,31196.5,0.992633,-49.170258,9988,181_330_79
1951666,79,181,340,5032371.19,-1,0.98974,35406354.45,0.981427,0.981427,0.98974,4307.43,0.990202,60546.56,0.989771,-30.260086,9989,181_340_79
1951864,79,181,350,4831655.75,-1,0.989278,35527606.5,0.981427,0.981427,0.989278,21270.06,0.98974,53875.02,0.989409,-26.490093,9990,181_350_79
1952062,79,181,360,4708433.36,-1,0.986507,35609321.71,0.981427,0.981427,0.986507,5874.0,0.986969,18420.94,0.986619,8.410215,9991,181_360_79
1952260,79,181,370,4329564.03,-1,0.984198,35718426.9,0.981427,0.981427,0.984198,34969.71,0.98466,17482.4,0.984506,44.349434,9992,181_370_79
1952458,79,181,380,4646659.78,-1,0.985583,35670792.17,0.981427,0.981427,0.985583,15236.76,0.986045,10525.55,0.985857,19.379854,9993,181_380_79
1952656,79,181,390,4701916.06,-1,0.986969,35657346.18,0.981427,0.981427,0.986969,13805.02,0.987431,43722.1,0.98708,7.1394444,9994,181_390_79
1952854,79,181,400,4608790.16,-1,0.985583,35708661.78,0.981427,0.981427,0.985583,23431.32,0.986045,72056.25,0.985697,19.600391,9995,181_400_79
1953052,79,181,410,4596102.0,-1,0.986045,35721653.07,0.981427,0.981427,0.986045,10952.55,0.986507,38191.68,0.986148,21.6496,9996,181_410_79
1953250,79,181,420,4605867.12,-1,0.986507,35711887.95,0.981427,0.981427,0.986507,38512.08,0.986969,46949.89,0.986715,19.170046,9997,181_420_79
1953448,79,181,430,4691133.29,-1,0.988124,35668128.96,0.981427,0.981427,0.987893,44940.39,0.988354,87162.2,0.98805,6.300211,9998,181_430_79
1953646,79,181,440,4669481.14,-1,0.987431,35689781.11,0.981427,0.981427,0.987431,38334.34,0.987893,117174.42,0.987545,23.590326,9999,181_440_79
1953844,79,181,450,4639622.83,-1,0.986969,35719639.42,0.981427,0.981427,0.986969,17416.55,0.987431,59949.52,0.987073,28.419495,10000,181_450_79
1954042,79,181,460,3992678.22,-1,0.986969,36366584.03,0.981889,0.982812,0.986969,16625.86,0.987431,45325.6,0.987093,32.789707,10001,181_460_79
1954240,79,181,470,2984792.26,-1,0.987662,37374469.99,0.984198,0.98466,0.987431,67753.22,0.987893,94950.21,0.987623,33.069847,10002,181_470_79
