,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
3192137,102,295,0,1409744.0,-1,0.9993,10574140.32,,,0.997348,23735.0,1.001549,13923.41,1.0,-0.7200241,16225,295_0_102
3192337,102,295,10,2156203.8,-1,1.000446,10588984.69,,,0.999173,47086.0,1.001804,23605.0,1.000927,-9.419918,16226,295_10_102
3192537,102,295,20,2192018.79,-1,1.00087,10559060.32,,,1.000403,14850.36,1.001549,471.98,1.001514,-2.9301643,16227,295_20_102
3192737,102,295,30,2349651.88,-1,1.000488,10588984.69,,,1.000403,6835.88,1.00121,4954.11,1.000871,-0.079870224,16228,295_30_102
3192937,102,295,40,2326796.26,-1,1.000319,10609484.06,,,0.999809,27327.28,1.000531,2121.75,1.000479,0.90003014,16229,295_40_102
3193137,102,295,50,2326796.26,-1,1.000149,10609484.06,,,1.000021,23563.0,1.000319,23570.0,1.00017,4.210472,16230,295_50_102
3193337,102,295,60,1721475.79,-1,0.999767,10609484.06,,,0.999724,46169.76,1.000234,23568.0,1.000062,-0.8100271,16231,295_60_102
3193537,102,295,70,690616.69,1,1.000149,14551724.89,,,0.999937,40289.31,1.000998,47172.0,1.000426,8.729696,16232,295_70_102
3193737,102,295,80,650089.2,1,1.001295,14592252.38,,,1.001082,20521.56,1.001295,35625.43,1.00116,4.7004223,16233,295_80_102
3193937,102,295,90,650089.2,1,1.001295,14592252.38,,,1.000785,2358.1,1.001295,39164.38,1.000814,8.840561,16234,295_90_102
3194137,102,295,100,575160.47,1,1.00121,14667181.11,,,1.000785,2358.1,1.001295,87765.96,1.000799,3.3795834,16235,295_100_102
3194337,102,295,110,577516.72,1,1.000913,14664824.86,,,1.000785,23581.0,1.000955,72405.95,1.000827,-1.4400482,16236,295_110_102
3194537,102,295,120,1921756.99,1,1.000701,14629009.87,,,1.000488,34182.3,1.000955,70755.0,1.00064,-5.040169,16237,295_120_102
3194737,102,295,130,1675764.56,1,1.001889,14875002.3,,,1.001422,15337.4,1.002313,23617.0,1.001773,-10.340214,16238,295_130_102
3194937,102,295,140,1581043.33,1,1.002144,14969723.53,,,1.001507,25013.88,1.002228,52425.3,1.00174,-18.690228,16239,295_140_102
3195137,102,295,150,1586698.33,1,1.001889,14964068.53,,,1.001422,23596.0,1.002101,37543.08,1.001684,-18.510223,16240,295_150_102
3195337,102,295,160,1595416.45,1,1.00121,14955350.41,,,1.000573,23576.0,1.00121,23591.0,1.000892,-20.779968,16241,295_160_102
3195537,102,295,170,1603663.32,1,1.000743,14947103.54,,,1.000446,471.46,1.000955,23585.0,1.000456,-16.300083,16242,295_170_102
3195737,102,295,180,2200265.67,1,1.000064,14964304.16,,,0.9993,29432.5,1.000743,23580.0,1.000102,-10.8498335,16243,295_180_102
3195937,102,295,190,1916573.24,1,1.000234,15397147.17,,,0.999767,60777.06,1.000701,23579.0,1.00044,-15.180111,16244,295_190_102
3196137,102,295,200,2667745.54,1,0.999767,14645974.87,,,0.9993,44972.86,0.999979,23562.0,0.999746,-10.920167,16245,295_200_102
3196337,102,295,210,2229011.91,1,0.999809,15084708.5,,,0.999385,18602.92,0.999809,235.58,0.999804,-15.410185,16246,295_210_102
3196537,102,295,220,2615908.06,1,0.998918,14697812.35,,,0.998409,116213.5,0.999427,51101.33,0.999116,-5.620122,16247,295_220_102
3196737,102,295,230,2613316.18,1,0.999342,14700404.23,,,0.998876,13886.24,0.999512,12717.54,0.999208,7.3099136,16248,295_230_102
