,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
390651,156,37,0,1747753.97,1,1.000157,2005850.77,,,0.999764,15338.96,1.000157,10196.0,1.0,18.40949,2035,37_0_156
390845,156,37,10,0.0,0,1.001334,3753579.26,,,1.000549,3060.0,1.000941,17857.0,1.000606,13.049841,2036,37_10_156
391039,156,37,20,0.0,0,1.000941,3753579.26,,,1.000549,12571.5,1.000941,17857.0,1.000711,10.650158,2037,37_20_156
391233,156,37,30,0.0,0,1.000941,3753579.26,,,1.000549,68008.5,1.000941,18061.08,1.000859,10.9303,2038,37_30_156
391427,156,37,40,0.0,0,1.000941,3753579.26,,,1.000549,46563.0,1.000941,10204.0,1.000871,13.749599,2039,37_40_156
391621,156,37,50,0.0,0,1.001726,3753579.26,,,1.000941,25510.0,1.001726,61501.77,1.001172,8.260012,2040,37_50_156
391815,156,37,60,0.0,0,1.002118,3754216.41,,,1.001726,25785.3,1.002118,15094.14,1.001974,-5.26011,2041,37_60_156
392009,156,37,70,0.0,0,1.002118,3754216.41,,,1.001334,33048.4,1.002118,22986.0,1.001797,-5.1397085,2042,37_70_156
392203,156,37,80,0.0,0,1.001726,3754216.41,,,1.001334,31389.6,1.001726,13275.6,1.00161,0.13947487,2043,37_80_156
392397,156,37,90,0.0,0,1.002118,3754216.41,,,1.001726,12765.0,1.002511,451238.55,1.001748,-6.1798096,2044,37_90_156
392591,156,37,100,0.0,0,1.002511,3754216.41,,,1.002118,5108.0,1.002511,404737.55,1.002123,-2.7102232,2045,37_100_156
392785,156,37,110,0.0,0,1.002118,3754216.41,,,1.001726,7888.77,1.002118,41196.02,1.001789,-0.5799532,2046,37_110_156
392979,156,37,120,0.0,0,1.001334,3754216.41,,,1.000941,6530.56,1.001334,19344.16,1.00104,11.080503,2047,37_120_156
393173,156,37,130,0.0,0,1.001334,3754216.41,,,1.000941,12755.0,1.001334,18195.76,1.001103,10.230541,2048,37_130_156
393367,156,37,140,0.0,0,1.001726,3762193.53,,,1.001334,25264.8,1.001726,12765.0,1.001594,5.5599213,2049,37_140_156
393561,156,37,150,0.0,0,1.001334,3762193.53,,,1.000941,13596.83,1.001334,8702.32,1.001181,6.0105324,2050,37_150_156
