,stock_id,date_id,seconds_in_bucket,time_id,revealed_target,revealed_date_id,revealed_time_id
1,1.0,478,0,26290,-12.850165,477.0,26235.0
201,1.0,478,10,26290,-0.12993813,477.0,26236.0
401,1.0,478,20,26290,-4.5597553,477.0,26237.0
601,1.0,478,30,26290,-8.000135,477.0,26238.0
801,1.0,478,40,26290,1.2695789,477.0,26239.0
1001,1.0,478,50,26290,4.75049,477.0,26240.0
1201,1.0,478,60,26290,0.43034554,477.0,26241.0
1401,1.0,478,70,26290,0.9405613,477.0,26242.0
1601,1.0,478,80,26290,1.5699863,477.0,26243.0
1801,1.0,478,90,26290,3.6203861,477.0,26244.0
2001,1.0,478,100,26290,-5.210042,477.0,26245.0
2201,1.0,478,110,26290,1.1205673,477.0,26246.0
2401,1.0,478,120,26290,6.3097477,477.0,26247.0
2601,1.0,478,130,26290,1.6701221,477.0,26248.0
2801,1.0,478,140,26290,7.6305866,477.0,26249.0
3001,1.0,478,150,26290,1.2397766,477.0,26250.0
3201,1.0,478,160,26290,0.49948692,477.0,26251.0
3401,1.0,478,170,26290,-9.36985,477.0,26252.0
3601,1.0,478,180,26290,-6.1398745,477.0,26253.0
3801,1.0,478,190,26290,-1.6599894,477.0,26254.0
4001,1.0,478,200,26290,-17.570257,477.0,26255.0
4201,1.0,478,210,26290,-18.720032,477.0,26256.0
4401,1.0,478,220,26290,-14.010072,477.0,26257.0
4601,1.0,478,230,26290,-17.169714,477.0,26258.0
4801,1.0,478,240,26290,-20.099878,477.0,26259.0
5001,1.0,478,250,26290,-15.149713,477.0,26260.0
5201,1.0,478,260,26290,-8.429885,477.0,26261.0
5401,1.0,478,270,26290,-4.9299,477.0,26262.0
5601,1.0,478,280,26290,-12.869835,477.0,26263.0
5801,1.0,478,290,26290,-4.0501356,477.0,26264.0
6001,1.0,478,300,26290,-7.2598457,477.0,26265.0
6201,1.0,478,310,26290,-10.979772,477.0,26266.0
6401,1.0,478,320,26290,0.33974648,477.0,26267.0
6601,1.0,478,330,26290,2.1600723,477.0,26268.0
6801,1.0,478,340,26290,4.810095,477.0,26269.0
7001,1.0,478,350,26290,4.669428,477.0,26270.0
7201,1.0,478,360,26290,7.6401234,477.0,26271.0
7401,1.0,478,370,26290,6.3300133,477.0,26272.0
7601,1.0,478,380,26290,-1.6897917,477.0,26273.0
7801,1.0,478,390,26290,0.12993813,477.0,26274.0
8001,1.0,478,400,26290,0.1001358,477.0,26275.0
8201,1.0,478,410,26290,-0.78976154,477.0,26276.0
8401,1.0,478,420,26290,2.2602081,477.0,26277.0
8601,1.0,478,430,26290,0.56028366,477.0,26278.0
8801,1.0,478,440,26290,0.48995018,477.0,26279.0
9001,1.0,478,450,26290,-0.19013882,477.0,26280.0
9201,1.0,478,460,26290,0.10967255,477.0,26281.0
9401,1.0,478,470,26290,-0.33974648,477.0,26282.0
9601,1.0,478,480,26290,-0.24974346,477.0,26283.0
9801,1.0,478,490,26290,2.4199486,477.0,26284.0
10001,1.0,478,500,26290,-3.2401085,477.0,26285.0
10201,1.0,478,510,26290,-1.6999245,477.0,26286.0
10401,1.0,478,520,26290,-5.660057,477.0,26287.0
10601,1.0,478,530,26290,-0.27000904,477.0,26288.0
10801,1.0,478,540,26290,-5.6898594,477.0,26289.0
11055,1.0,479,0,26345,-1.8697977,478.0,26290.0
11255,1.0,479,10,26345,5.609989,478.0,26291.0
11455,1.0,479,20,26345,14.23955,478.0,26292.0
11655,1.0,479,30,26345,13.309717,478.0,26293.0
11855,1.0,479,40,26345,8.699894,478.0,26294.0
12055,1.0,479,50,26345,5.810261,478.0,26295.0
12255,1.0,479,60,26345,11.9102,478.0,26296.0
12455,1.0,479,70,26345,14.209747,478.0,26297.0
12655,1.0,479,80,26345,3.0601025,478.0,26298.0
12855,1.0,479,90,26345,11.190176,478.0,26299.0
13055,1.0,479,100,26345,17.18998,478.0,26300.0
13255,1.0,479,110,26345,17.390251,478.0,26301.0
13455,1.0,479,120,26345,14.899969,478.0,26302.0
13655,1.0,479,130,26345,4.8696995,478.0,26303.0
13855,1.0,479,140,26345,6.439686,478.0,26304.0
14055,1.0,479,150,26345,-4.169941,478.0,26305.0
14255,1.0,479,160,26345,-12.930036,478.0,26306.0
14455,1.0,479,170,26345,-14.200211,478.0,26307.0
14655,1.0,479,180,26345,-11.9102,478.0,26308.0
14855,1.0,479,190,26345,-2.0301342,478.0,26309.0
15055,1.0,479,200,26345,1.9001961,478.0,26310.0
15255,1.0,479,210,26345,10.809898,478.0,26311.0
15455,1.0,479,220,26345,10.050535,478.0,26312.0
15655,1.0,479,230,26345,25.320053,478.0,26313.0
15855,1.0,479,240,26345,8.13961,478.0,26314.0
16055,1.0,479,250,26345,-7.529855,478.0,26315.0
16255,1.0,479,260,26345,-4.450083,478.0,26316.0
16455,1.0,479,270,26345,-3.4701824,478.0,26317.0
16655,1.0,479,280,26345,-8.400083,478.0,26318.0
16855,1.0,479,290,26345,-22.33982,478.0,26319.0
17055,1.0,479,300,26345,-5.350113,478.0,26320.0
17255,1.0,479,310,26345,-2.629757,478.0,26321.0
17455,1.0,479,320,26345,-5.8197975,478.0,26322.0
17655,1.0,479,330,26345,-11.019707,478.0,26323.0
17855,1.0,479,340,26345,-4.43995,478.0,26324.0
18055,1.0,479,350,26345,-6.979704,478.0,26325.0
18255,1.0,479,360,26345,-8.550286,478.0,26326.0
18455,1.0,479,370,26345,-8.810163,478.0,26327.0
18655,1.0,479,380,26345,-11.429787,478.0,26328.0
18855,1.0,479,390,26345,-11.039972,478.0,26329.0
19055,1.0,479,400,26345,-12.000203,478.0,26330.0
19255,1.0,479,410,26345,-9.179711,478.0,26331.0
19455,1.0,479,420,26345,-10.75983,478.0,26332.0
19655,1.0,479,430,26345,-10.650158,478.0,26333.0
19855,1.0,479,440,26345,-4.85003,478.0,26334.0
20055,1.0,479,450,26345,-12.90977,478.0,26335.0
20255,1.0,479,460,26345,-11.140108,478.0,26336.0
20455,1.0,479,470,26345,-10.910034,478.0,26337.0
20655,1.0,479,480,26345,-9.670258,478.0,26338.0
20855,1.0,479,490,26345,-1.8799305,478.0,26339.0
21055,1.0,479,500,26345,-11.270046,478.0,26340.0
21255,1.0,479,510,26345,12.010336,478.0,26341.0
21455,1.0,479,520,26345,5.3203106,478.0,26342.0
21655,1.0,479,530,26345,3.4797192,478.0,26343.0
21855,1.0,479,540,26345,-0.01013279,478.0,26344.0
22109,1.0,480,0,26400,-6.440282,479.0,26345.0
22309,1.0,480,10,26400,2.720356,479.0,26346.0
22509,1.0,480,20,26400,-5.310178,479.0,26347.0
22709,1.0,480,30,26400,-0.16987324,479.0,26348.0
22909,1.0,480,40,26400,3.6394596,479.0,26349.0
23109,1.0,480,50,26400,2.1898746,479.0,26350.0
23309,1.0,480,60,26400,5.2905083,479.0,26351.0
23509,1.0,480,70,26400,4.570484,479.0,26352.0
23709,1.0,480,80,26400,4.479885,479.0,26353.0
23909,1.0,480,90,26400,-1.5801191,479.0,26354.0
24109,1.0,480,100,26400,-3.5500526,479.0,26355.0
24309,1.0,480,110,26400,-3.4099817,479.0,26356.0
24509,1.0,480,120,26400,-1.6599894,479.0,26357.0
24709,1.0,480,130,26400,-2.9200315,479.0,26358.0
24909,1.0,480,140,26400,-5.6797266,479.0,26359.0
25109,1.0,480,150,26400,-2.629757,479.0,26360.0
25309,1.0,480,160,26400,-2.5898218,479.0,26361.0
25509,1.0,480,170,26400,-1.5598536,479.0,26362.0
25709,1.0,480,180,26400,-3.1399727,479.0,26363.0
25909,1.0,480,190,26400,-2.1797419,479.0,26364.0
26109,1.0,480,200,26400,2.5296211,479.0,26365.0
26309,1.0,480,210,26400,1.9001961,479.0,26366.0
26509,1.0,480,220,26400,-1.7297268,479.0,26367.0
26709,1.0,480,230,26400,-4.619956,479.0,26368.0
26909,1.0,480,240,26400,-2.9098988,479.0,26369.0
27109,1.0,480,250,26400,0.48041344,479.0,26370.0
27309,1.0,480,260,26400,-2.4402142,479.0,26371.0
27509,1.0,480,270,26400,-10.730028,479.0,26372.0
27709,1.0,480,280,26400,-2.2101402,479.0,26373.0
27909,1.0,480,290,26400,2.900362,479.0,26374.0
28109,1.0,480,300,26400,-1.3202429,479.0,26375.0
28309,1.0,480,310,26400,-4.580021,479.0,26376.0
28509,1.0,480,320,26400,-2.9402971,479.0,26377.0
28709,1.0,480,330,26400,3.44038,479.0,26378.0
28909,1.0,480,340,26400,-2.2399426,479.0,26379.0
29109,1.0,480,350,26400,-9.340048,479.0,26380.0
29309,1.0,480,360,26400,-7.659793,479.0,26381.0
29509,1.0,480,370,26400,-4.3797493,479.0,26382.0
29709,1.0,480,380,26400,-8.86023,479.0,26383.0
29909,1.0,480,390,26400,-8.069873,479.0,26384.0
30109,1.0,480,400,26400,-5.300045,479.0,26385.0
30309,1.0,480,410,26400,0.38027763,479.0,26386.0
30509,1.0,480,420,26400,0.66041946,479.0,26387.0
30709,1.0,480,430,26400,-0.33020973,479.0,26388.0
30909,1.0,480,440,26400,3.219843,479.0,26389.0
31109,1.0,480,450,26400,3.0994415,479.0,26390.0
31309,1.0,480,460,26400,2.0694733,479.0,26391.0
31509,1.0,480,470,26400,1.0097027,479.0,26392.0
31709,1.0,480,480,26400,1.3697147,479.0,26393.0
31909,1.0,480,490,26400,-8.429885,479.0,26394.0
32109,1.0,480,500,26400,-9.909868,479.0,26395.0
32309,1.0,480,510,26400,-6.6697598,479.0,26396.0
32509,1.0,480,520,26400,-9.629726,479.0,26397.0
32709,1.0,480,530,26400,-11.320114,479.0,26398.0
32909,1.0,480,540,26400,-8.640289,479.0,26399.0
