,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
743365,153,70,0,3481235.91,1,1.000748,3092290.47,,,0.999973,309.6,1.002686,31044.0,1.0,61.83982,3850,70_0_153
743561,153,70,10,3481235.91,1,1.005787,3092290.47,,,1.002686,5174.0,1.005787,5190.0,1.004237,26.320219,3851,70_10_153
743757,153,70,20,3481235.91,1,1.004624,3092290.47,,,1.002686,10348.0,1.005012,7649.35,1.004025,35.81047,3852,70_20_153
743953,153,70,30,3481235.91,1,1.004237,3092290.47,,,1.002686,7761.0,1.004237,10364.0,1.003351,34.999847,3853,70_30_153
744149,153,70,40,3478655.85,1,1.005399,3094870.54,,,1.003849,5180.0,1.005399,15304.6,1.004241,22.779703,3854,70_40_153
744345,153,70,50,3478655.85,1,1.006562,3094870.54,,,1.005787,176460.0,1.006562,218148.0,1.006134,4.220009,3855,70_50_153
744541,153,70,60,3478655.85,1,1.006562,3094870.54,,,1.005787,176460.0,1.006562,100763.6,1.00628,2.850294,3856,70_60_153
744737,153,70,70,3452855.15,1,1.007337,3120671.23,,,1.005399,5239.88,1.007337,3898.5,1.006511,-24.939775,3857,70_70_153
744933,153,70,80,4688708.35,1,1.007337,3440599.82,,,1.006175,44132.0,1.007725,5200.0,1.007562,-36.039948,3858,70_80_153
745129,153,70,90,4043691.02,1,1.006562,4085617.15,,,1.006175,41380.24,1.006562,17919.3,1.006445,-26.000141,3859,70_90_153
745325,153,70,100,4030790.68,1,1.006562,4098517.5,,,1.006175,7632.24,1.006562,15582.0,1.006302,-25.100113,3860,70_100_153
745521,153,70,110,4030790.68,1,1.006562,4098517.5,,,1.006175,7632.24,1.006562,12985.0,1.006318,-62.019825,3861,70_110_153
745717,153,70,120,3876734.74,1,1.006562,4252573.43,,,1.006175,12824.24,1.006562,25970.0,1.006303,-60.70018,3862,70_120_153
745913,153,70,130,3876734.74,1,1.004237,4252573.43,,,1.003849,28490.0,1.004237,43787.9,1.004002,-42.219757,3863,70_130_153
746109,153,70,140,3231717.41,1,1.004237,4897590.76,,,1.003849,23646.7,1.004237,52985.95,1.003969,-48.779846,3864,70_140_153
746305,153,70,150,3231717.41,1,1.004237,4897590.76,,,1.003849,272209.0,1.004237,31092.0,1.004197,-54.720043,3865,70_150_153
746501,153,70,160,3231717.41,1,1.004237,4897590.76,,,1.003849,11447.8,1.004237,79699.16,1.003898,-52.030087,3866,70_160_153
746697,153,70,170,3154315.33,1,1.001136,4974992.84,,,0.999586,20632.0,1.001136,25933.32,1.000273,-15.010238,3867,70_170_153
