,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
625387,150,59,0,14278284.5,1,0.999216,4133568.1,,,0.999256,49819.0,1.000379,25436.25,1.0,3.3700466,3245,59_0_150
625582,150,59,10,14024517.02,1,1.0007,4307067.28,,,0.999918,126624.08,1.000981,499.05,1.000977,-2.400279,3246,59_10_150
625777,150,59,20,14005073.14,1,1.000921,4307067.28,,,0.999918,155538.24,1.001262,124298.31,1.000665,6.2799454,3247,59_20_150
625972,150,59,30,14005073.14,1,1.000861,4307067.28,,,1.000259,137139.75,1.001262,99338.81,1.000841,19.739866,3248,59_30_150
626167,150,59,40,14005073.14,1,1.001101,4307067.28,,,1.00056,112737.84,1.001262,106327.47,1.000921,14.950037,3249,59_40_150
626362,150,59,50,13984632.15,1,1.001162,4307067.28,,,1.00064,99776.0,1.001242,170220.38,1.000863,15.189648,3250,59_50_150
626557,150,59,60,14024517.02,1,1.0005,4307067.28,,,1.000058,498.59,1.0006,122719.56,1.000061,25.719404,3251,59_60_150
626752,150,59,70,18013003.91,1,1.0006,4307067.28,,,1.000099,49861.0,1.000861,49899.0,1.00048,22.269487,3252,59_70_150
626947,150,59,80,17993560.03,1,1.000861,4307067.28,,,1.0005,99762.0,1.001222,49917.0,1.000981,18.969774,3253,59_80_150
627142,150,59,90,17844490.33,1,1.002626,4307067.28,,,1.002144,215340.53,1.002686,49990.0,1.002584,0.3194809,3254,59_90_150
627337,150,59,100,17868421.26,1,1.002485,4307067.28,,,1.001322,213166.94,1.002907,107502.15,1.002376,0.04053116,3255,59_100_150
627532,150,59,110,17866427.01,1,1.002646,4307067.28,,,1.001322,300031.22,1.002887,109500.0,1.002469,-14.349818,3256,59_110_150
627727,150,59,120,17930741.36,1,1.002084,4307067.28,,,1.001342,99846.0,1.002646,9997.6,1.002527,-14.110208,3257,59_120_150
627922,150,59,130,20284945.75,1,1.002606,4929769.79,,,1.001603,101869.44,1.003368,92044.16,1.002531,-14.320016,3258,59_130_150
628117,150,59,140,20284945.75,1,1.002686,4929769.79,,,1.001643,180276.18,1.003368,117556.4,1.002688,-13.830066,3259,59_140_150
628312,150,59,150,20265501.87,1,1.002846,4929769.79,,,1.002205,49966.0,1.002947,61503.69,1.002537,-14.110208,3260,59_150_150
628507,150,59,160,20329816.23,1,1.002445,4929769.79,,,1.001803,99892.0,1.002505,499.81,1.002502,-12.360215,3261,59_160_150
628702,150,59,170,19459328.96,1,1.001402,5884015.28,,,1.000179,99730.0,1.002064,165863.88,1.000888,3.399849,3262,59_170_150
628897,150,59,180,19544084.31,1,1.001402,6033583.54,,,1.00062,99774.0,1.002064,246297.87,1.001037,-12.429953,3263,59_180_150
629092,150,59,190,19416951.29,1,1.001683,6142269.81,,,1.00066,53880.12,1.002064,194840.1,1.000965,-11.569858,3264,59_190_150
629287,150,59,200,19416951.29,1,1.001603,6142269.81,,,1.00066,110254.69,1.001783,100888.9,1.001247,-12.689829,3265,59_200_150
629482,150,59,210,19416951.29,1,1.001483,6142269.81,,,1.0007,49891.0,1.001783,150833.9,1.00097,-15.5597925,3266,59_210_150
629677,150,59,220,19414957.05,1,1.001462,6163707.92,,,1.0007,58372.47,1.001623,199748.0,1.000909,-14.510155,3267,59_220_150
629872,150,59,230,19395513.17,1,1.001543,6163707.92,,,1.00076,63365.38,1.001623,200247.37,1.000968,-18.470287,3268,59_230_150
630067,150,59,240,19475781.47,1,1.000219,6163707.92,,,0.999216,51809.68,1.000379,49875.0,0.999809,-0.01013279,3269,59_240_150
630262,150,59,250,19475781.47,1,1.000299,6163707.92,,,0.999657,110144.19,1.000379,199500.0,0.999914,4.669428,3270,59_250_150
630457,150,59,260,19475781.47,1,1.000219,6163707.92,,,0.999657,118118.43,1.000379,225933.75,0.999905,4.5204163,3271,59_260_150
630652,150,59,270,19430412.43,1,0.999477,6327235.89,,,0.999236,12952.68,0.999717,199368.0,0.999265,8.31008,3272,59_270_150
630847,150,59,280,12675909.89,1,0.999076,13804153.12,,,0.998394,55251.36,0.999236,498.18,0.999229,3.4201145,3273,59_280_150
631042,150,59,290,13252744.81,1,0.999437,14631265.59,,,0.998614,49787.0,0.999517,49832.0,0.999066,10.249615,3274,59_290_150
631237,150,59,300,11698730.6,1,0.999336,20846325.28,,1.028922,0.999417,60290.67,0.999838,49848.0,0.999647,4.1401386,3275,59_300_150
631432,150,59,310,9884966.19,1,1.000038,22596772.46,,1.018231,0.999437,108625.04,1.00064,59865.6,1.000213,-0.9602308,3276,59_310_150
631627,150,59,320,9762818.78,1,1.000079,22718919.87,,1.01787,0.999457,159452.8,1.00064,109753.6,1.000158,-25.91014,3277,59_320_150
631822,150,59,330,9762818.78,1,0.999918,22718919.87,,1.018732,0.999176,249573.15,1.000199,110702.52,0.999885,-45.08972,3278,59_330_150
632017,150,59,340,9669587.9,1,0.999617,22840568.72,,1.018732,0.999176,136991.25,0.999677,132574.4,0.999431,-47.19019,3279,59_340_150
632212,150,59,350,9641169.93,1,0.999938,22840568.72,,1.019494,0.999216,199766.17,1.000018,60825.54,0.999831,-59.760212,3280,59_350_150
632407,150,59,360,9641169.93,1,0.999918,22840568.72,,1.017649,0.999376,152962.75,1.000079,249300.0,0.999644,-48.18022,3281,59_360_150
632602,150,59,370,9564391.56,1,0.999958,22917347.09,,1.017228,0.999376,200794.75,1.000079,260767.8,0.999682,-49.819946,3282,59_370_150
632797,150,59,380,10775395.89,1,0.997331,21945651.98,,1.017649,0.996909,1491.06,0.997351,9944.8,0.996967,-28.570293,3283,59_380_150
632992,150,59,390,11759555.03,1,0.994843,21145461.79,,1.016927,0.994202,57497.72,0.994863,496.0,0.994858,3.4701824,3284,59_390_150
633187,150,59,400,11779996.02,1,0.994723,21145461.79,,1.014821,0.99372,142683.84,0.995164,147852.7,0.99443,12.140274,3285,59_400_150
633382,150,59,410,11911616.09,1,0.99364,21145461.79,,1.011852,0.993118,231720.84,0.99366,11394.2,0.993635,16.00027,3286,59_410_150
633577,150,59,420,11751079.49,1,0.994442,21195317.88,,1.010629,0.99376,150616.8,0.994683,495.91,0.99468,17.93027,3287,59_420_150
633772,150,59,430,11641396.1,1,0.994362,21305001.27,,1.009746,0.993118,161907.51,0.994964,20338.05,0.994758,31.969547,3288,59_430_150
633967,150,59,440,11620456.55,1,0.994723,21305001.27,,1.009746,0.993379,113909.8,0.994944,50596.08,0.994463,31.42953,3289,59_440_150
634162,150,59,450,11670811.19,1,0.995806,21354857.36,1.017649,1.009746,0.994863,97216.0,0.995967,59586.0,0.995548,14.790297,3290,59_450_150
634357,150,59,460,12520857.46,1,0.995846,21354857.36,1.013557,1.0077,0.995204,57059.55,0.996468,59119.2,0.995825,7.779598,3291,59_460_150
634552,150,59,470,14018534.29,1,0.995766,21402719.2,1.01095,1.002666,0.995204,64005.93,0.995826,208025.12,0.995351,16.93964,3292,59_470_150
634747,150,59,480,13391843.29,1,0.996448,22153053.29,1.004591,1.001743,0.996649,4968.9,0.99703,49708.0,0.996683,3.5595894,3293,59_480_150
634942,150,59,490,10793842.64,1,0.997892,23883059.48,1.003869,1.001743,0.997371,385866.0,0.998133,108483.34,0.997966,-7.47025,3294,59_490_150
635137,150,59,500,10763928.99,1,0.997852,23912973.13,1.003869,1.001683,0.99727,50714.4,0.998013,61201.11,0.997607,-2.490282,3295,59_500_150
635332,150,59,510,11507283.23,1,0.99721,23912973.13,1.003869,1.000881,0.996629,535139.76,0.997311,208832.4,0.997119,-1.5002489,3296,59_510_150
635527,150,59,520,11347743.76,1,0.99705,24072512.61,1.003629,1.000881,0.996669,2981.4,0.99709,104890.21,0.99668,-1.0997057,3297,59_520_150
635722,150,59,530,11174743.14,1,0.99697,24266452.78,1.003508,1.000881,0.996729,296170.28,0.99705,23363.23,0.997026,0.48995018,3298,59_530_150
635917,150,59,540,10985290.01,1,0.997311,24416021.04,1.003508,1.000881,0.996909,227138.14,0.997311,112371.72,0.997178,4.0602684,3299,59_540_150
636112,150,60,0,49142324.88,1,0.997933,5513512.45,,,0.998731,97590.0,1.000635,48888.0,1.0,-21.100044,3300,60_0_150
636307,150,60,10,48793974.47,1,1.000205,5615135.01,,,0.999304,197244.92,0.99998,20030.96,0.999917,-13.509989,3301,60_10_150
636502,150,60,20,48834037.21,1,0.999898,5615135.01,,,0.99867,11710.08,1.00002,10260.18,0.99939,-12.959838,3302,60_20_150
636697,150,60,30,48814982.98,1,0.99998,5615135.01,,,0.998711,12686.44,1.00002,10260.18,0.999435,-15.869737,3303,60_30_150
636892,150,60,40,48814982.98,1,1.000082,5615135.01,,,0.999734,147508.88,1.000327,49361.73,1.000179,-20.040274,3304,60_40_150
637087,150,60,50,49051450.86,1,0.998322,5562369.45,,,0.997544,487.37,0.998424,49755.6,0.997552,4.7302246,3305,60_50_150
